source,target,relationship,label
STD_ISO_10009_2024,REQ_8_1,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_1,INFORMS,Knowledge Layer
L1,REQ_8_2_1,CONTAINS,CONTAINS
REQ_8_2_1,MOD_Requirement_Mapper,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Requirement_Mapper,AG_Requirement_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_10001_2018,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_10003_2018,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_10008_2022,REQ_8_2_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_2_1,INFORMS,Knowledge Layer
L1,REQ_8_2_2,CONTAINS,CONTAINS
REQ_8_2_2,MOD_Requirement_Mapper,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Requirement_Mapper,AG_Requirement_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_10001_2018,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_10003_2018,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_10008_2022,REQ_8_2_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_2_2,INFORMS,Knowledge Layer
L1,REQ_8_2_3,CONTAINS,CONTAINS
REQ_8_2_3,MOD_Requirement_Mapper,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Requirement_Mapper,AG_Requirement_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_10001_2018,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_10003_2018,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_10008_2022,REQ_8_2_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_2_3,INFORMS,Knowledge Layer
L1,REQ_8_2_4,CONTAINS,CONTAINS
REQ_8_2_4,MOD_Requirement_Mapper,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Requirement_Mapper,AG_Requirement_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_10001_2018,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_10003_2018,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_10008_2022,REQ_8_2_4,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_2_4,INFORMS,Knowledge Layer
L1,REQ_8_3_1,CONTAINS,CONTAINS
REQ_8_3_1,MOD_Design_Lab,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Design_Lab,AG_Design_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_10006_2017,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_3_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42005_2025,REQ_8_3_1,INFORMS,Knowledge Layer
L1,REQ_8_3_2,CONTAINS,CONTAINS
REQ_8_3_2,MOD_Design_Lab,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Design_Lab,AG_Design_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_10006_2017,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_3_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42005_2025,REQ_8_3_2,INFORMS,Knowledge Layer
L1,REQ_8_3_3,CONTAINS,CONTAINS
REQ_8_3_3,MOD_Design_Lab,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Design_Lab,AG_Design_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_10006_2017,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_3_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42005_2025,REQ_8_3_3,INFORMS,Knowledge Layer
L1,REQ_8_3_4,CONTAINS,CONTAINS
REQ_8_3_4,MOD_Design_Lab,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Design_Lab,AG_Design_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_10006_2017,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_3_4,INFORMS,Knowledge Layer
STD_ISO_IEC_42005_2025,REQ_8_3_4,INFORMS,Knowledge Layer
L1,REQ_8_3_5,CONTAINS,CONTAINS
REQ_8_3_5,MOD_Design_Lab,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Design_Lab,AG_Design_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_10006_2017,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_3_5,INFORMS,Knowledge Layer
STD_ISO_IEC_42005_2025,REQ_8_3_5,INFORMS,Knowledge Layer
L1,REQ_8_3_6,CONTAINS,CONTAINS
REQ_8_3_6,MOD_Design_Lab,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Design_Lab,AG_Design_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_10006_2017,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_3_6,INFORMS,Knowledge Layer
STD_ISO_IEC_42005_2025,REQ_8_3_6,INFORMS,Knowledge Layer
L1,REQ_8_4_1,CONTAINS,CONTAINS
REQ_8_4_1,MOD_Process_Sentinel,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Process_Sentinel,AG_Supplier_External_Process_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_4_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_4_1,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_4_1,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_4_1,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_4_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_4_1,INFORMS,Knowledge Layer
L1,REQ_8_4_2,CONTAINS,CONTAINS
REQ_8_4_2,MOD_Process_Sentinel,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Process_Sentinel,AG_Supplier_External_Process_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_4_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_4_2,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_4_2,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_4_2,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_4_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_4_2,INFORMS,Knowledge Layer
L1,REQ_8_4_3,CONTAINS,CONTAINS
REQ_8_4_3,MOD_Process_Sentinel,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Process_Sentinel,AG_Supplier_External_Process_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_4_3,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_4_3,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_4_3,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_4_3,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_8_4_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_4_3,INFORMS,Knowledge Layer
L1,REQ_8_5_1,CONTAINS,CONTAINS
REQ_8_5_1,MOD_Production_Flow,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Production_Flow,AG_Execution_Traceability_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_5_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_5_1,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_5_1,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_5_1,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_5_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_5_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_5_1,INFORMS,Knowledge Layer
L1,REQ_8_5_2,CONTAINS,CONTAINS
REQ_8_5_2,MOD_Production_Flow,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Production_Flow,AG_Execution_Traceability_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_5_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_5_2,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_5_2,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_5_2,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_5_2,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_5_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_5_2,INFORMS,Knowledge Layer
L1,REQ_8_5_3,CONTAINS,CONTAINS
REQ_8_5_3,MOD_Production_Flow,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Production_Flow,AG_Execution_Traceability_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_5_3,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_5_3,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_5_3,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_5_3,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_5_3,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_5_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_5_3,INFORMS,Knowledge Layer
L1,REQ_8_5_4,CONTAINS,CONTAINS
REQ_8_5_4,MOD_Production_Flow,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Production_Flow,AG_Execution_Traceability_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_5_4,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_5_4,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_5_4,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_5_4,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_5_4,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_5_4,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_5_4,INFORMS,Knowledge Layer
L1,REQ_8_5_5,CONTAINS,CONTAINS
REQ_8_5_5,MOD_Production_Flow,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Production_Flow,AG_Execution_Traceability_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_5_5,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_5_5,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_5_5,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_5_5,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_5_5,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_5_5,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_5_5,INFORMS,Knowledge Layer
L1,REQ_8_5_6,CONTAINS,CONTAINS
REQ_8_5_6,MOD_Production_Flow,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Production_Flow,AG_Execution_Traceability_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_5_6,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_5_6,INFORMS,Knowledge Layer
STD_ISO_10005_2018,REQ_8_5_6,INFORMS,Knowledge Layer
STD_ISO_10007_2017,REQ_8_5_6,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_5_6,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_5_6,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_5_6,INFORMS,Knowledge Layer
L1,REQ_8_6,CONTAINS,CONTAINS
REQ_8_6,MOD_Release_Validator,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Release_Validator,AG_Release_Assurance_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_6,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_6,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_6,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_6,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_6,INFORMS,Knowledge Layer
L1,REQ_8_7_1,CONTAINS,CONTAINS
REQ_8_7_1,MOD_NC_Anticipator,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_NC_Anticipator,AG_Nonconformity_Containment_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_7_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_7_1,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_8_7_1,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_7_1,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_7_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_7_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_7_1,INFORMS,Knowledge Layer
L1,REQ_8_7_2,CONTAINS,CONTAINS
REQ_8_7_2,MOD_NC_Anticipator,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_NC_Anticipator,AG_Nonconformity_Containment_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_8_7_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_8_7_2,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_8_7_2,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_8_7_2,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_8_7_2,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_8_7_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_8_7_2,INFORMS,Knowledge Layer
L1,REQ_9_1_1,CONTAINS,CONTAINS
REQ_9_1_1,MOD_Performance_Tracker,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Performance_Tracker,AG_Performance_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_1_1,INFORMS,Knowledge Layer
STD_ISO_IEC_5259_series,REQ_9_1_1,INFORMS,Knowledge Layer
L1,REQ_9_1_2,CONTAINS,CONTAINS
REQ_9_1_2,MOD_Performance_Tracker,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Performance_Tracker,AG_Performance_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_IEC_5259_series,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_10001_2018,REQ_9_1_2,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_9_1_2,INFORMS,Knowledge Layer
L1,REQ_9_1_3,CONTAINS,CONTAINS
REQ_9_1_3,MOD_Performance_Tracker,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Performance_Tracker,AG_Performance_Intelligence_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_10004_2018,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_1_3,INFORMS,Knowledge Layer
STD_ISO_IEC_5259_series,REQ_9_1_3,INFORMS,Knowledge Layer
L1,REQ_9_2_1,CONTAINS,CONTAINS
REQ_9_2_1,MOD_Audit_Engine,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Audit_Engine,AG_Autonomous_Audit_Orchestrator,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_2_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_2_1,INFORMS,Knowledge Layer
STD_ISO_19011_2026,REQ_9_2_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_2_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_2_1,INFORMS,Knowledge Layer
L1,REQ_9_2_2,CONTAINS,CONTAINS
REQ_9_2_2,MOD_Audit_Engine,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Audit_Engine,AG_Autonomous_Audit_Orchestrator,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_2_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_2_2,INFORMS,Knowledge Layer
STD_ISO_19011_2026,REQ_9_2_2,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_2_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_2_2,INFORMS,Knowledge Layer
L1,REQ_9_3_1,CONTAINS,CONTAINS
REQ_9_3_1,MOD_Executive_Review,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Executive_Review,AG_Executive_Insight_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_3_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_3_1,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_9_3_1,INFORMS,Knowledge Layer
STD_ISO_10010_2022,REQ_9_3_1,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_9_3_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_3_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_3_1,INFORMS,Knowledge Layer
L1,REQ_9_3_2,CONTAINS,CONTAINS
REQ_9_3_2,MOD_Executive_Review,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Executive_Review,AG_Executive_Insight_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_3_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_3_2,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_9_3_2,INFORMS,Knowledge Layer
STD_ISO_10010_2022,REQ_9_3_2,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_9_3_2,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_3_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_3_2,INFORMS,Knowledge Layer
L1,REQ_9_3_3,CONTAINS,CONTAINS
REQ_9_3_3,MOD_Executive_Review,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Executive_Review,AG_Executive_Insight_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_9_3_3,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_9_3_3,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_9_3_3,INFORMS,Knowledge Layer
STD_ISO_10010_2022,REQ_9_3_3,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_9_3_3,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_9_3_3,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_9_3_3,INFORMS,Knowledge Layer
L1,REQ_10_1,CONTAINS,CONTAINS
REQ_10_1,MOD_Opportunity_Engine,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Opportunity_Engine,AG_Continuous_Improvement_Agent,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_9004_2018,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_10014_2021,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_10018_2020,REQ_10_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_10_1,INFORMS,Knowledge Layer
L1,REQ_10_2_1,CONTAINS,CONTAINS
REQ_10_2_1,MOD_Corrective_Tracker,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Corrective_Tracker,AG_Corrective_Action_Orchestrator,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_10002_2018,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_19011_2026,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_10_2_1,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_10_2_1,INFORMS,Knowledge Layer
L1,REQ_10_2_2,CONTAINS,CONTAINS
REQ_10_2_2,MOD_Corrective_Tracker,IMPLEMENTED_BY,IMPLEMENTED_BY
MOD_Corrective_Tracker,AG_Corrective_Action_Orchestrator,ORCHESTRATED_BY,ORCHESTRATED_BY
STD_ISO_9000_2026,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_9001_2026_FDIS,REQ_10_2_2,INFORMS,Knowledge Layer
